# Four-tile direct derivation wait report

allFourTileShapes: 66045
enumeratedDerivations: 5100
tenpaiReports: 3756

## Reducibility

### Reducible
count: 1647
waitCoreCacheHits: 1802
waitCoreCacheMisses: 34
waitCoreCacheEntries: 34

### Irreducible
count: 2109

#### Groups by waitDecompositionCodes
groupCount: 11
waitDecompositionCodes	waitDecompositionCodesKey	count	representativeTiles	representativeWaits
678p7s	7s	reducible	[26]	24
13p11s	2p	irreducible	[21]	20
24m33p	3m	irreducible	[21]	20
8s555z	8s	reducible	[34]	30
12m44s	3m	irreducible	[33]	29
444m7s	7s	reducible	[34]	30
1m111p	1m	reducible	[34]	30
3335p	45p	irreducible	[21, 34]	23780
11m11p	1m1p	irreducible	[9, 9]	7137
24s55z	3s	irreducible	[21]	20
13s22z	2s	irreducible	[21]	20
5589m	7m	irreducible	[33]	29
56m44z	47m	irreducible	[15, 15]	11895
68m22s	7m	irreducible	[21]	20
45m55z	36m	irreducible	[15, 15]	11895
79m77z	8m	irreducible	[21]	20
9p888s	9p	reducible	[34]	30
55m45s	36s	irreducible	[15, 15]	11895
79m66z	8m	irreducible	[21]	20
22p33s	2p3s	irreducible	[9, 9]	7137
1157s	6s	irreducible	[21]	20
1567s	1s	reducible	[26]	24
35m77s	4m	irreducible	[21]	20
7p123s	7p	reducible	[26]	24
555p9s	9s	reducible	[34]	30
77m46p	5p	irreducible	[21]	20
2225p	5p	reducible	[34]	30
24s77z	3s	irreducible	[21]	20
234p3z	3z	reducible	[26]	24
666m1p	1p	reducible	[34]	30
99p68s	7s	irreducible	[21]	20
5p333s	5p	reducible	[34]	30
234p6s	6s	reducible	[26]	24
333p8s	8s	reducible	[34]	30
567m4p	4p	reducible	[26]	24
4m666p	4m	reducible	[34]	30
55m35p	4p	irreducible	[21]	20
345m4s	4s	reducible	[26]	24
111m8s	8s	reducible	[34]	30
45m77z	36m	irreducible	[15, 15]	11895
333m9p	9p	reducible	[34]	30
79m55z	8m	irreducible	[21]	20
88m56p	47p	irreducible	[15, 15]	11895
2p678s	2p	reducible	[26]	24
45m66z	36m	irreducible	[15, 15]	11895
789p1z	1z	reducible	[26]	24
111p8s	8s	reducible	[34]	30
1666m	1m	reducible	[34]	30
45m44z	36m	irreducible	[15, 15]	11895
68m55p	7m	irreducible	[21]	20
222p8s	8s	reducible	[34]	30
22m55p	2m5p	irreducible	[9, 9]	7137
2348s	8s	reducible	[26]	24
666m1z	1z	reducible	[34]	30
2m111s	2m	reducible	[34]	30
1789p	1p	reducible	[26]	24
1266s	3s	irreducible	[33]	29
44p67s	58s	irreducible	[15, 15]	11895
12s33z	3s	irreducible	[33]	29
888m1s	1s	reducible	[34]	30
666m4s	4s	reducible	[34]	30
345p5z	5z	reducible	[26]	24
9m567p	9m	reducible	[26]	24
33s77z	3s7z	irreducible	[9, 9]	7137
45p22z	36p	irreducible	[15, 15]	11895
1299m	3m	irreducible	[33]	29
33s66z	3s6z	irreducible	[9, 9]	7137
1m888s	1m	reducible	[34]	30
3m444s	3m	reducible	[34]	30
13m77s	2m	irreducible	[21]	20
77p55s	7p5s	irreducible	[9, 9]	7137
888m3z	3z	reducible	[34]	30
1m888p	1m	reducible	[34]	30
5678s	58s	irreducible	[26, 26]	19032
789s3z	3z	reducible	[26]	24
8p678s	8p	reducible	[26]	24
345p4z	4z	reducible	[26]	24
4m234p	4m	reducible	[26]	24
222p2s	2s	reducible	[34]	30
77p44s	7p4s	irreducible	[9, 9]	7137
111p2s	2s	reducible	[34]	30
89m99p	7m	irreducible	[33]	29
3577p	4p	irreducible	[21]	20
6678m	69m	irreducible	[15, 15, 26]	15066231
1m567s	1m	reducible	[26]	24
55m35s	4s	irreducible	[21]	20
33s55z	3s5z	irreducible	[9, 9]	7137
7m222z	7m	reducible	[34]	30
3577s	4s	irreducible	[21]	20
9p555z	9p	reducible	[34]	30
35p77z	4p	irreducible	[21]	20
222m1z	1z	reducible	[34]	30
13p33z	2p	irreducible	[21]	20
3335m	45m	irreducible	[21, 34]	23780
79s22z	8s	irreducible	[21]	20
89m55p	7m	irreducible	[33]	29
345s5z	5z	reducible	[26]	24
22m24s	3s	irreducible	[21]	20
345s6z	6z	reducible	[26]	24
88m22s	8m2s	irreducible	[9, 9]	7137
33m46s	5s	irreducible	[21]	20
68m66s	7m	irreducible	[21]	20
55p55s	5p5s	irreducible	[9, 9]	7137
2256p	47p	irreducible	[15, 15]	11895
4m777p	4m	reducible	[34]	30
11m13p	2p	irreducible	[21]	20
7m333s	7m	reducible	[34]	30
89p44z	7p	irreducible	[33]	29
345s7z	7z	reducible	[26]	24
66p11z	6p1z	irreducible	[9, 9]	7137
4445p	356p	irreducible	[15, 15, 34]	18829815
23p44s	14p	irreducible	[15, 15]	11895
3p444z	3p	reducible	[34]	30
66p77s	6p7s	irreducible	[9, 9]	7137
555m2z	2z	reducible	[34]	30
35p55z	4p	irreducible	[21]	20
3499s	25s	irreducible	[15, 15]	11895
2279m	8m	irreducible	[21]	20
1117z	7z	reducible	[34]	30
13p66s	2p	irreducible	[21]	20
1116z	6z	reducible	[34]	30
35p66z	4p	irreducible	[21]	20
2345m	25m	irreducible	[26, 26]	19032
45m11s	36m	irreducible	[15, 15]	11895
2235p	4p	irreducible	[21]	20
56m66z	47m	irreducible	[15, 15]	11895
234m5p	5p	reducible	[26]	24
444m1s	1s	reducible	[34]	30
35s11z	4s	irreducible	[21]	20
6679m	8m	irreducible	[21]	20
56m77z	47m	irreducible	[15, 15]	11895
1115z	5z	reducible	[34]	30
11m35p	4p	irreducible	[21]	20
4677p	5p	irreducible	[21]	20
3p888s	3p	reducible	[34]	30
33m79s	8s	irreducible	[21]	20
99p23s	14s	irreducible	[15, 15]	11895
456m4z	4z	reducible	[26]	24
5m567s	5m	reducible	[26]	24
44m88s	4m8s	irreducible	[9, 9]	7137
13m55s	2m	irreducible	[21]	20
567p6s	6s	reducible	[26]	24
68p99s	7p	irreducible	[21]	20
1234s	14s	irreducible	[26, 26]	19032
3357p	6p	irreducible	[21]	20
66m56p	47p	irreducible	[15, 15]	11895
777m1p	1p	reducible	[34]	30
234m1z	1z	reducible	[26]	24
678p2z	2z	reducible	[26]	24
8s444z	8s	reducible	[34]	30
888p9s	9s	reducible	[34]	30
6789m	69m	irreducible	[26, 26]	19032
77m56s	47s	irreducible	[15, 15]	11895
77p57s	6s	irreducible	[21]	20
777m7p	7p	reducible	[34]	30
555m3s	3s	reducible	[34]	30
24s44z	3s	irreducible	[21]	20
1p111s	1p	reducible	[34]	30
88p24s	3s	irreducible	[21]	20
3m345s	3m	reducible	[26]	24
345p5s	5s	reducible	[26]	24
999p1s	1s	reducible	[34]	30
1m444z	1m	reducible	[34]	30
35m88p	4m	irreducible	[21]	20
345s4z	4z	reducible	[26]	24
13m44s	2m	irreducible	[21]	20
6m456s	6m	reducible	[26]	24
1133m	13m	irreducible	[9, 9]	7137
222m3s	3s	reducible	[34]	30
34m33z	25m	irreducible	[15, 15]	11895
6789p	69p	irreducible	[26, 26]	19032
222m6p	6p	reducible	[34]	30
6667s	578s	irreducible	[15, 15, 34]	18829815
46p11s	5p	irreducible	[21]	20
3477p	25p	irreducible	[15, 15]	11895
666m5s	5s	reducible	[34]	30
888m6s	6s	reducible	[34]	30
1114z	4z	reducible	[34]	30
66m33z	6m3z	irreducible	[9, 9]	7137
456m5z	5z	reducible	[26]	24
777m6s	6s	reducible	[34]	30
99m33s	9m3s	irreducible	[9, 9]	7137
1236m	6m	reducible	[26]	24
456m7z	7z	reducible	[26]	24
11m33p	1m3p	irreducible	[9, 9]	7137
2246s	5s	irreducible	[21]	20
456m6z	6z	reducible	[26]	24
2444s	23s	irreducible	[21, 34]	23780
57s22z	6s	irreducible	[21]	20
777m2p	2p	reducible	[34]	30
111m2s	2s	reducible	[34]	30
999m8p	8p	reducible	[34]	30
5699s	47s	irreducible	[15, 15]	11895
5688m	47m	irreducible	[15, 15]	11895
6667m	578m	irreducible	[15, 15, 34]	18829815
11m99p	1m9p	irreducible	[9, 9]	7137
3m222s	3m	reducible	[34]	30
111m5p	5p	reducible	[34]	30
2m123s	2m	reducible	[26]	24
1m234s	1m	reducible	[26]	24
66m78p	69p	irreducible	[15, 15]	11895
56m55z	47m	irreducible	[15, 15]	11895
89p55z	7p	irreducible	[33]	29
33m22s	3m2s	irreducible	[9, 9]	7137
66p57s	6s	irreducible	[21]	20
888m2p	2p	reducible	[34]	30
567m2p	2p	reducible	[26]	24
77p35s	4s	irreducible	[21]	20
33p88s	3p8s	irreducible	[9, 9]	7137
35m11z	4m	irreducible	[21]	20
22m57p	6p	irreducible	[21]	20
6789s	69s	irreducible	[26, 26]	19032
35p44z	4p	irreducible	[21]	20
66m56s	47s	irreducible	[15, 15]	11895
46p66s	5p	irreducible	[21]	20
46p33z	5p	irreducible	[21]	20
44m23p	14p	irreducible	[15, 15]	11895
7m678s	7m	reducible	[26]	24
5777m	56m	irreducible	[21, 34]	23780
2289p	7p	irreducible	[33]	29
24p22s	3p	irreducible	[21]	20
3357s	6s	irreducible	[21]	20
333m7p	7p	reducible	[34]	30
88m45s	36s	irreducible	[15, 15]	11895
9p444z	9p	reducible	[34]	30
89p66z	7p	irreducible	[33]	29
777m3z	3z	reducible	[34]	30
89p77z	7p	irreducible	[33]	29
55p33z	5p3z	irreducible	[9, 9]	7137
2555p	2p	reducible	[34]	30
4m456s	4m	reducible	[26]	24
2223p	134p	irreducible	[15, 15, 34]	18829815
3399s	39s	irreducible	[9, 9]	7137
123m7z	7z	reducible	[26]	24
123m6z	6z	reducible	[26]	24
44m77p	4m7p	irreducible	[9, 9]	7137
44p45s	36s	irreducible	[15, 15]	11895
44m12p	3p	irreducible	[33]	29
55s66z	5s6z	irreducible	[9, 9]	7137
9m444s	9m	reducible	[34]	30
444m5p	5p	reducible	[34]	30
99p34s	25s	irreducible	[15, 15]	11895
7m345p	7m	reducible	[26]	24
8p111s	8p	reducible	[34]	30
77m79s	8s	irreducible	[21]	20
55m46p	5p	irreducible	[21]	20
456m5p	5p	reducible	[26]	24
99p35s	4s	irreducible	[21]	20
67m33s	58m	irreducible	[15, 15]	11895
45m99s	36m	irreducible	[15, 15]	11895
44m34s	25s	irreducible	[15, 15]	11895
666p7s	7s	reducible	[34]	30
11p11s	1p1s	irreducible	[9, 9]	7137
68m33p	7m	irreducible	[21]	20
2m888p	2m	reducible	[34]	30
11p33z	1p3z	irreducible	[9, 9]	7137
888p2s	2s	reducible	[34]	30
1178m	69m	irreducible	[15, 15]	11895
2288s	28s	irreducible	[9, 9]	7137
123m5z	5z	reducible	[26]	24
111s2z	2z	reducible	[34]	30
1p777s	1p	reducible	[34]	30
55s55z	5s5z	irreducible	[9, 9]	7137
555m7s	7s	reducible	[34]	30
5p234s	5p	reducible	[26]	24
678m4p	4p	reducible	[26]	24
3588m	4m	irreducible	[21]	20
22m22s	2m2s	irreducible	[9, 9]	7137
68s77z	7s	irreducible	[21]	20
33m67p	58p	irreducible	[15, 15]	11895
3m666z	3m	reducible	[34]	30
777m5z	5z	reducible	[34]	30
222m1s	1s	reducible	[34]	30
3m777z	3m	reducible	[34]	30
79m11z	8m	irreducible	[21]	20
456m3p	3p	reducible	[26]	24
44p55s	4p5s	irreducible	[9, 9]	7137
33p68s	7s	irreducible	[21]	20
66m55p	6m5p	irreducible	[9, 9]	7137
13p44s	2p	irreducible	[21]	20
777m7z	7z	reducible	[34]	30
1288p	3p	irreducible	[33]	29
777m6z	6z	reducible	[34]	30
45m66s	36m	irreducible	[15, 15]	11895
2277z	27z	irreducible	[9, 9]	7137
6777p	568p	irreducible	[15, 15, 34]	18829815
55s77z	5s7z	irreducible	[9, 9]	7137
1115s	5s	reducible	[34]	30
2266z	26z	irreducible	[9, 9]	7137
1135p	4p	irreducible	[21]	20
44m33z	4m3z	irreducible	[9, 9]	7137
555p3s	3s	reducible	[34]	30
333m8p	8p	reducible	[34]	30
7999p	78p	irreducible	[21, 34]	23780
68s66z	7s	irreducible	[21]	20
123m4z	4z	reducible	[26]	24
9s333z	9s	reducible	[34]	30
3m555z	3m	reducible	[34]	30
1m999s	1m	reducible	[34]	30
1156p	47p	irreducible	[15, 15]	11895
3336m	6m	reducible	[34]	30
78m22z	69m	irreducible	[15, 15]	11895
123m3p	3p	reducible	[26]	24
1m789s	1m	reducible	[26]	24
2m678p	2m	reducible	[26]	24
3458s	8s	reducible	[26]	24
2255z	25z	irreducible	[9, 9]	7137
22p55s	2p5s	irreducible	[9, 9]	7137
7m999p	7m	reducible	[34]	30
3334m	245m	irreducible	[15, 15, 34]	18829815
9p123s	9p	reducible	[26]	24
2288p	28p	irreducible	[9, 9]	7137
2m888s	2m	reducible	[34]	30
2334s	3s	irreducible	[21, 26]	19028
79s11z	8s	irreducible	[21]	20
6m555s	6m	reducible	[34]	30
57p44z	6p	irreducible	[21]	20
45m55p	36m	irreducible	[15, 15]	11895
99m57p	6p	irreducible	[21]	20
4467s	58s	irreducible	[15, 15]	11895
11m67p	58p	irreducible	[15, 15]	11895
79m88p	8m	irreducible	[21]	20
99m44p	9m4p	irreducible	[9, 9]	7137
6899p	7p	irreducible	[21]	20
666m4p	4p	reducible	[34]	30
3577m	4m	irreducible	[21]	20
79m44s	8m	irreducible	[21]	20
11s11z	1s1z	irreducible	[9, 9]	7137
345p1s	1s	reducible	[26]	24
567m1s	1s	reducible	[26]	24
5567p	58p	irreducible	[15, 15, 26]	15066231
4m111z	4m	reducible	[34]	30
2p111z	2p	reducible	[34]	30
555p4s	4s	reducible	[34]	30
789p6s	6s	reducible	[26]	24
7999m	78m	irreducible	[21, 34]	23780
88p79s	8s	irreducible	[21]	20
77m11p	7m1p	irreducible	[9, 9]	7137
5999p	5p	reducible	[34]	30
1p333z	1p	reducible	[34]	30
999p1z	1z	reducible	[34]	30
2228s	8s	reducible	[34]	30
66m67p	58p	irreducible	[15, 15]	11895
23m33p	14m	irreducible	[15, 15]	11895
9m444p	9m	reducible	[34]	30
7779s	89s	irreducible	[21, 34]	23780
46m33p	5m	irreducible	[21]	20
79m55s	8m	irreducible	[21]	20
555m4p	4p	reducible	[34]	30
2456m	2m	reducible	[26]	24
35m88s	4m	irreducible	[21]	20
6788p	58p	irreducible	[15, 15, 26]	15066231
46m77z	5m	irreducible	[21]	20
6m789p	6m	reducible	[26]	24
66p67s	58s	irreducible	[15, 15]	11895
6668p	78p	irreducible	[21, 34]	23780
33p35s	4s	irreducible	[21]	20
67p33z	58p	irreducible	[15, 15]	11895
1m678p	1m	reducible	[26]	24
46p88s	5p	irreducible	[21]	20
333m5s	5s	reducible	[34]	30
33m22z	3m2z	irreducible	[9, 9]	7137
33p11z	3p1z	irreducible	[9, 9]	7137
22p89s	7s	irreducible	[33]	29
46p44s	5p	irreducible	[21]	20
2227m	7m	reducible	[34]	30
222m8s	8s	reducible	[34]	30
666p2s	2s	reducible	[34]	30
46m55z	5m	irreducible	[21]	20
5m333s	5m	reducible	[34]	30
234p7s	7s	reducible	[26]	24
222m3p	3p	reducible	[34]	30
13m88p	2m	irreducible	[21]	20
68s44z	7s	irreducible	[21]	20
1235p	5p	reducible	[26]	24
77m22s	7m2s	irreducible	[9, 9]	7137
88m46p	5p	irreducible	[21]	20
888m3p	3p	reducible	[34]	30
99m45s	36s	irreducible	[15, 15]	11895
8m888p	8m	reducible	[34]	30
2m444z	2m	reducible	[34]	30
44m13p	2p	irreducible	[21]	20
2244z	24z	irreducible	[9, 9]	7137
23m11s	14m	irreducible	[15, 15]	11895
12m66s	3m	irreducible	[33]	29
23s22z	14s	irreducible	[15, 15]	11895
1114s	4s	reducible	[34]	30
46m66z	5m	irreducible	[21]	20
44p78s	69s	irreducible	[15, 15]	11895
888m9s	9s	reducible	[34]	30
99p33s	9p3s	irreducible	[9, 9]	7137
33p44s	3p4s	irreducible	[9, 9]	7137
12m11p	3m	irreducible	[33]	29
2m333s	2m	reducible	[34]	30
57p55z	6p	irreducible	[21]	20
1113z	3z	reducible	[34]	30
78m44s	69m	irreducible	[15, 15]	11895
5p222z	5p	reducible	[34]	30
88p66z	8p6z	irreducible	[9, 9]	7137
68s55z	7s	irreducible	[21]	20
23p22z	14p	irreducible	[15, 15]	11895
88p77z	8p7z	irreducible	[9, 9]	7137
3999m	3m	reducible	[34]	30
2348p	8p	reducible	[26]	24
234p2s	2s	reducible	[26]	24
33s44z	3s4z	irreducible	[9, 9]	7137
1388p	2p	irreducible	[21]	20
111m9p	9p	reducible	[34]	30
11m22p	1m2p	irreducible	[9, 9]	7137
88p55z	8p5z	irreducible	[9, 9]	7137
12p22z	3p	irreducible	[33]	29
1333m	12m	irreducible	[21, 34]	23780
79m22z	8m	irreducible	[21]	20
333m5p	5p	reducible	[34]	30
57p66z	6p	irreducible	[21]	20
99m79p	8p	irreducible	[21]	20
57p77z	6p	irreducible	[21]	20
7788p	78p	irreducible	[9, 9]	7137
5579s	8s	irreducible	[21]	20
44p99s	4p9s	irreducible	[9, 9]	7137
789p3z	3z	reducible	[26]	24
11m67s	58s	irreducible	[15, 15]	11895
22m88s	2m8s	irreducible	[9, 9]	7137
8m111z	8m	reducible	[34]	30
24m44s	3m	irreducible	[21]	20
3456p	36p	irreducible	[26, 26]	19032
33m66p	3m6p	irreducible	[9, 9]	7137
13p11z	2p	irreducible	[21]	20
333m9s	9s	reducible	[34]	30
7779m	89m	irreducible	[21, 34]	23780
3m444z	3m	reducible	[34]	30
456p9s	9s	reducible	[26]	24
33m68s	7s	irreducible	[21]	20
234p5s	5s	reducible	[26]	24
33m11s	3m1s	irreducible	[9, 9]	7137
777m4z	4z	reducible	[34]	30
6m789s	6m	reducible	[26]	24
8m789p	8m	reducible	[26]	24
68m77p	7m	irreducible	[21]	20
88m99p	8m9p	irreducible	[9, 9]	7137
7m456p	7m	reducible	[26]	24
123m2p	2p	reducible	[26]	24
12p55s	3p	irreducible	[33]	29
777p1z	1z	reducible	[34]	30
666m2s	2s	reducible	[34]	30
3m888s	3m	reducible	[34]	30
79m22p	8m	irreducible	[21]	20
555p1z	1z	reducible	[34]	30
23m44p	14m	irreducible	[15, 15]	11895
666m2p	2p	reducible	[34]	30
2555s	2s	reducible	[34]	30
555m3p	3p	reducible	[34]	30
5599m	59m	irreducible	[9, 9]	7137
8m234p	8m	reducible	[26]	24
78p33s	69p	irreducible	[15, 15]	11895
56m33z	47m	irreducible	[15, 15]	11895
1177z	17z	irreducible	[9, 9]	7137
4m789s	4m	reducible	[26]	24
66m79p	8p	irreducible	[21]	20
7p234s	7p	reducible	[26]	24
4m789p	4m	reducible	[26]	24
46m44z	5m	irreducible	[21]	20
1166z	16z	irreducible	[9, 9]	7137
44m46p	5p	irreducible	[21]	20
777p4s	4s	reducible	[34]	30
35m55p	4m	irreducible	[21]	20
78m11z	69m	irreducible	[15, 15]	11895
44m89s	7s	irreducible	[33]	29
1189p	7p	irreducible	[33]	29
3368p	7p	irreducible	[21]	20
345m1z	1z	reducible	[26]	24
555m2p	2p	reducible	[34]	30
56p44z	47p	irreducible	[15, 15]	11895
33m24s	3s	irreducible	[21]	20
67m44s	58m	irreducible	[15, 15]	11895
34m99p	25m	irreducible	[15, 15]	11895
678p9s	9s	reducible	[26]	24
7m123p	7m	reducible	[26]	24
1155z	15z	irreducible	[9, 9]	7137
123p5z	5z	reducible	[26]	24
4478p	69p	irreducible	[15, 15]	11895
9m666p	9m	reducible	[34]	30
456m8s	8s	reducible	[26]	24
77m45p	36p	irreducible	[15, 15]	11895
99p22z	9p2z	irreducible	[9, 9]	7137
1s111z	1s	reducible	[34]	30
46m11s	5m	irreducible	[21]	20
456s2z	2z	reducible	[26]	24
345m1p	1p	reducible	[26]	24
8m999s	8m	reducible	[34]	30
999m1p	1p	reducible	[34]	30
123p7z	7z	reducible	[26]	24
11p89s	7s	irreducible	[33]	29
89m44p	7m	irreducible	[33]	29
123p6z	6z	reducible	[26]	24
11p66s	1p6s	irreducible	[9, 9]	7137
77m13s	2s	irreducible	[21]	20
1444p	1p	reducible	[34]	30
111m4p	4p	reducible	[34]	30
9m345s	9m	reducible	[26]	24
45p22s	36p	irreducible	[15, 15]	11895
23p11z	14p	irreducible	[15, 15]	11895
444m9s	9s	reducible	[34]	30
6s111z	6s	reducible	[34]	30
35p88s	4p	irreducible	[21]	20
1223p	2p	irreducible	[21, 26]	19028
8s222z	8s	reducible	[34]	30
77m66z	7m6z	irreducible	[9, 9]	7137
678p5s	5s	reducible	[26]	24
2257s	6s	irreducible	[21]	20
345p2z	2z	reducible	[26]	24
45m33z	36m	irreducible	[15, 15]	11895
4678m	4m	reducible	[26]	24
66p46s	5s	irreducible	[21]	20
33m11z	3m1z	irreducible	[9, 9]	7137
999p4s	4s	reducible	[34]	30
88p44z	8p4z	irreducible	[9, 9]	7137
77m55z	7m5z	irreducible	[9, 9]	7137
3p111z	3p	reducible	[34]	30
999m2p	2p	reducible	[34]	30
5p567s	5p	reducible	[26]	24
7m234s	7m	reducible	[26]	24
1m123p	1m	reducible	[26]	24
67m11z	58m	irreducible	[15, 15]	11895
2333s	124s	irreducible	[15, 15, 34]	18829815
66m23s	14s	irreducible	[15, 15]	11895
7p456s	7p	reducible	[26]	24
99s22z	9s2z	irreducible	[9, 9]	7137
77s55z	7s5z	irreducible	[9, 9]	7137
123m6p	6p	reducible	[26]	24
67p44z	58p	irreducible	[15, 15]	11895
666m9s	9s	reducible	[34]	30
4p111z	4p	reducible	[34]	30
6m999s	6m	reducible	[34]	30
3m333p	3m	reducible	[34]	30
99m22s	9m2s	irreducible	[9, 9]	7137
23m77s	14m	irreducible	[15, 15]	11895
66p56s	47s	irreducible	[15, 15]	11895
123p4z	4z	reducible	[26]	24
1m555s	1m	reducible	[34]	30
77s66z	7s6z	irreducible	[9, 9]	7137
77m77z	7m7z	irreducible	[9, 9]	7137
5m345p	5m	reducible	[26]	24
77s77z	7s7z	irreducible	[9, 9]	7137
3366m	36m	irreducible	[9, 9]	7137
23p77s	14p	irreducible	[15, 15]	11895
22m67s	58s	irreducible	[15, 15]	11895
1m333s	1m	reducible	[34]	30
11m56s	47s	irreducible	[15, 15]	11895
13m11p	2m	irreducible	[21]	20
1144z	14z	irreducible	[9, 9]	7137
1117s	7s	reducible	[34]	30
123m1z	1z	reducible	[26]	24
1m333p	1m	reducible	[34]	30
567m5p	5p	reducible	[26]	24
345p7s	7s	reducible	[26]	24
5999m	5m	reducible	[34]	30
1m345p	1m	reducible	[26]	24
23s11z	14s	irreducible	[15, 15]	11895
8m789s	8m	reducible	[26]	24
3s555z	3s	reducible	[34]	30
5m555s	5m	reducible	[34]	30
7p567s	7p	reducible	[26]	24
35m99p	4m	irreducible	[21]	20
99m99p	9m9p	irreducible	[9, 9]	7137
4456p	47p	irreducible	[15, 15, 26]	15066231
78m77s	69m	irreducible	[15, 15]	11895
4467m	58m	irreducible	[15, 15]	11895
68m99p	7m	irreducible	[21]	20
35p22s	4p	irreducible	[21]	20
88m77p	8m7p	irreducible	[9, 9]	7137
13p77s	2p	irreducible	[21]	20
456m6s	6s	reducible	[26]	24
13m22p	2m	irreducible	[21]	20
12m33z	3m	irreducible	[33]	29
44p33z	4p3z	irreducible	[9, 9]	7137
123m1p	1p	reducible	[26]	24
6688m	68m	irreducible	[9, 9]	7137
13m66p	2m	irreducible	[21]	20
79m77s	8m	irreducible	[21]	20
1399m	2m	irreducible	[21]	20
3s777z	3s	reducible	[34]	30
5m111z	5m	reducible	[34]	30
22p33z	2p3z	irreducible	[9, 9]	7137
3s666z	3s	reducible	[34]	30
55s44z	5s4z	irreducible	[9, 9]	7137
4m678p	4m	reducible	[26]	24
6888m	67m	irreducible	[21, 34]	23780
67m22z	58m	irreducible	[15, 15]	11895
789p5z	5z	reducible	[26]	24
33p22z	3p2z	irreducible	[9, 9]	7137
1122s	12s	irreducible	[9, 9]	7137
66m77p	6m7p	irreducible	[9, 9]	7137
57p66s	6p	irreducible	[21]	20
789p6z	6z	reducible	[26]	24
1238s	8s	reducible	[26]	24
789p7z	7z	reducible	[26]	24
13p22z	2p	irreducible	[21]	20
2666p	2p	reducible	[34]	30
567m9p	9p	reducible	[26]	24
999p4z	4z	reducible	[34]	30
678m2p	2p	reducible	[26]	24
22m45p	36p	irreducible	[15, 15]	11895
333p4s	4s	reducible	[34]	30
7m567s	7m	reducible	[26]	24
2344s	14s	irreducible	[15, 15, 26]	15066231
4449s	9s	reducible	[34]	30
3355m	35m	irreducible	[9, 9]	7137
78s22z	69s	irreducible	[15, 15]	11895
6677p	67p	irreducible	[9, 9]	7137
33m77s	3m7s	irreducible	[9, 9]	7137
56p99s	47p	irreducible	[15, 15]	11895
2234m	25m	irreducible	[15, 15, 26]	15066231
3466s	25s	irreducible	[15, 15]	11895
77m34p	25p	irreducible	[15, 15]	11895
4567s	47s	irreducible	[26, 26]	19032
1223s	2s	irreducible	[21, 26]	19028
7p111s	7p	reducible	[34]	30
6899s	7s	irreducible	[21]	20
67p99s	58p	irreducible	[15, 15]	11895
33p33s	3p3s	irreducible	[9, 9]	7137
9p111s	9p	reducible	[34]	30
13p55s	2p	irreducible	[21]	20
57p99s	6p	irreducible	[21]	20
345m2p	2p	reducible	[26]	24
4447p	7p	reducible	[34]	30
789p4z	4z	reducible	[26]	24
567m3p	3p	reducible	[26]	24
6m234p	6m	reducible	[26]	24
55m13p	2p	irreducible	[21]	20
3378s	69s	irreducible	[15, 15]	11895
6669s	9s	reducible	[34]	30
6668m	78m	irreducible	[21, 34]	23780
1177s	17s	irreducible	[9, 9]	7137
45p88s	36p	irreducible	[15, 15]	11895
67p55s	58p	irreducible	[15, 15]	11895
6m888p	6m	reducible	[34]	30
999p5z	5z	reducible	[34]	30
56m66s	47m	irreducible	[15, 15]	11895
22m79p	8p	irreducible	[21]	20
66m67s	58s	irreducible	[15, 15]	11895
4m333p	4m	reducible	[34]	30
2999p	2p	reducible	[34]	30
77p12s	3s	irreducible	[33]	29
8m555s	8m	reducible	[34]	30
999p6z	6z	reducible	[34]	30
999p7z	7z	reducible	[34]	30
77m68p	7p	irreducible	[21]	20
88p99s	8p9s	irreducible	[9, 9]	7137
77s44z	7s4z	irreducible	[9, 9]	7137
55p56s	47s	irreducible	[15, 15]	11895
1123p	14p	irreducible	[15, 15, 26]	15066231
4p555s	4p	reducible	[34]	30
44m44z	4m4z	irreducible	[9, 9]	7137
9p444s	9p	reducible	[34]	30
2m345p	2m	reducible	[26]	24
68p11s	7p	irreducible	[21]	20
777m3s	3s	reducible	[34]	30
9m789s	9m	reducible	[26]	24
4m444s	4m	reducible	[34]	30
555m9s	9s	reducible	[34]	30
24s11z	3s	irreducible	[21]	20
1888m	1m	reducible	[34]	30
2267m	58m	irreducible	[15, 15]	11895
79p44s	8p	irreducible	[21]	20
567s4z	4z	reducible	[26]	24
3m777p	3m	reducible	[34]	30
456m4s	4s	reducible	[26]	24
88m44p	8m4p	irreducible	[9, 9]	7137
2349p	9p	reducible	[26]	24
33m55s	3m5s	irreducible	[9, 9]	7137
55m78p	69p	irreducible	[15, 15]	11895
99m68p	7p	irreducible	[21]	20
456m6p	6p	reducible	[26]	24
88m34s	25s	irreducible	[15, 15]	11895
4455p	45p	irreducible	[9, 9]	7137
789m2z	2z	reducible	[26]	24
1134s	25s	irreducible	[15, 15]	11895
888m2z	2z	reducible	[34]	30
44p24s	3s	irreducible	[21]	20
12p77s	3p	irreducible	[33]	29
46m77s	5m	irreducible	[21]	20
22p88s	2p8s	irreducible	[9, 9]	7137
5p678s	5p	reducible	[26]	24
23p22s	14p	irreducible	[15, 15]	11895
2p567s	2p	reducible	[26]	24
33m11p	3m1p	irreducible	[9, 9]	7137
77m79p	8p	irreducible	[21]	20
35m44p	4m	irreducible	[21]	20
4777s	4s	reducible	[34]	30
